Team,Date,Score,Score adjusted,Score with region multiplier
T1,4/4/2024 8:12,5.293985167,35.3367956,66185.81815
Hanwha Life Esports,4/4/2024 8:12,12.34307225,42.38588268,79388.75826
T1,4/4/2024 9:09,-12.98256777,17.06024266,31953.8345
Hanwha Life Esports,4/4/2024 9:09,22.06759311,52.11040354,97602.78583
T1,4/4/2024 10:11,-15.35237368,14.69043675,27515.18803
Hanwha Life Esports,4/4/2024 10:11,26.71413581,56.75694624,106305.7603
GAM Esports,4/5/2024 3:06,30.85568998,60.89850041,51093.84184
GAM Esports,4/5/2024 4:01,-1.109638741,28.93317169,24274.93105
GAM Esports,4/5/2024 4:55,26.36323774,56.40604817,47324.67441
GAM Esports,4/5/2024 5:54,16.40721716,46.45002759,38971.57315
Vikings Esports,4/5/2024 7:13,-10.46575214,19.57705829,16425.15191
Vikings Esports,4/5/2024 8:09,13.14981909,43.19262952,36238.61617
Vikings Esports,4/5/2024 9:07,23.19915789,53.24196832,44670.01142
Vikings Esports,4/5/2024 9:58,23.74921981,53.79203024,45131.51337
Weibo Gaming,4/5/2024 10:17,-14.56715744,15.47565299,28258.54236
Weibo Gaming,4/5/2024 11:15,-4.663499676,25.37931075,46342.62144
Weibo Gaming,4/5/2024 12:11,-3.147592365,26.89521807,49110.66819
GAM Esports,4/6/2024 6:09,20.77857701,50.82138744,42639.14406
Gen.G,4/6/2024 6:12,0.761229137,30.80403957,57695.96611
Hanwha Life Esports,4/6/2024 6:12,14.79377569,44.83658612,83978.9258
GAM Esports,4/6/2024 6:57,16.86537727,46.9081877,39355.96948
Gen.G,4/6/2024 7:08,9.203131293,39.24594172,73507.64885
Hanwha Life Esports,4/6/2024 7:08,-4.333747488,25.70906294,48153.07489
GAM Esports,4/6/2024 7:57,41.53990335,71.58271378,60057.89686
Hanwha Life Esports,4/6/2024 8:10,10.18331195,40.22612238,75343.52722
Gen.G,4/6/2024 8:10,17.90228333,47.94509376,89801.16061
Hanwha Life Esports,4/6/2024 9:15,-3.028831043,27.01397939,50597.18339
Gen.G,4/6/2024 9:15,21.79506909,51.83787952,97092.34834
Fukuoka SoftBank HAWKS gaming,4/6/2024 9:16,16.76720148,46.81001191,40397.04028
Fukuoka SoftBank HAWKS gaming,4/6/2024 10:16,24.30620384,54.34901427,46903.19932
Bilibili Gaming,4/6/2024 10:20,19.10302953,49.14583996,89740.30377
Bilibili Gaming,4/6/2024 11:15,-12.31212779,17.73068264,32376.2265
Fukuoka SoftBank HAWKS gaming,4/6/2024 11:15,18.80818958,48.85100001,42158.41301
Bilibili Gaming,4/6/2024 12:08,24.57801829,54.62082872,99737.63324
Bilibili Gaming,4/6/2024 13:02,17.20994179,47.25275222,86283.52555
Fnatic,4/6/2024 15:08,-10.09629661,19.94651382,30757.52431
Fnatic,4/6/2024 15:53,24.42304326,54.46585369,83986.34639
Fnatic,4/6/2024 16:44,19.74097138,49.78378181,76766.59155
MAD Lions KOI,4/6/2024 17:37,1.361197423,31.40400785,48424.98011
MAD Lions KOI,4/6/2024 18:22,-9.809971644,20.23283879,31199.03741
Movistar R7,4/6/2024 22:17,-19.48789107,10.55491936,6153.517987
Movistar R7,4/6/2024 23:01,-21.5157481,8.52706233,4971.277338
Movistar R7,4/6/2024 23:47,-15.40311037,14.63970006,8534.945135
Vikings Esports,4/7/2024 6:06,-12.52530541,17.51750502,14697.18671
GAM Esports,4/7/2024 6:06,19.48400161,49.52681204,41552.9953
T1,4/7/2024 6:11,14.87501914,44.91782957,84131.09478
Dplus KIA,4/7/2024 6:11,-5.590396451,24.45241398,45799.37138
Dplus KIA,4/7/2024 7:06,-6.651668805,23.39114163,43811.60826
T1,4/7/2024 7:06,11.6124259,41.65523633,78020.25765
Vikings Esports,4/7/2024 7:09,24.50108034,54.54389077,45762.32436
GAM Esports,4/7/2024 7:09,-20.25833585,9.78447458,8209.174173
Dplus KIA,4/7/2024 8:02,-1.097677848,28.94513258,54214.23333
T1,4/7/2024 8:02,17.82065077,47.8634612,89648.26283
Vikings Esports,4/7/2024 8:09,-3.075293539,26.96751689,22625.74667
GAM Esports,4/7/2024 8:09,14.84583666,44.88864709,37661.57491
Vikings Esports,4/7/2024 9:13,-12.78514435,17.25766608,14479.18184
GAM Esports,4/7/2024 9:13,23.12905898,53.17186941,44611.19843
PSG Talon,4/7/2024 9:17,26.79940157,56.842212,49054.82896
Fukuoka SoftBank HAWKS gaming,4/7/2024 9:17,-15.29797371,14.74483672,12724.79409
PSG Talon,4/7/2024 10:10,35.98754311,66.03035354,56984.19511
Fukuoka SoftBank HAWKS gaming,4/7/2024 10:10,-29.49890884,0.54390159,469.3870722
Top Esports,4/7/2024 10:16,18.94081982,48.98363025,89444.10884
Fukuoka SoftBank HAWKS gaming,4/7/2024 10:58,-19.89962195,10.14318848,8753.571658
PSG Talon,4/7/2024 10:58,26.82944249,56.87225292,49080.75427
Top Esports,4/7/2024 11:15,18.22994783,48.27275826,88146.05658
Top Esports,4/7/2024 12:16,25.89529141,55.93810184,102142.974
G2 Esports,4/7/2024 15:08,13.31729589,43.36010632,66861.28395
G2 Esports,4/7/2024 16:06,-7.174662135,22.8681483,35262.68467
paiN Gaming,4/7/2024 16:17,-6.835497836,23.20731259,14713.43618
G2 Esports,4/7/2024 16:57,31.57190662,61.61471705,95009.89369
paiN Gaming,4/7/2024 17:32,39.21168545,69.25449588,43907.35039
G2 Esports,4/7/2024 17:38,12.14406973,42.18688016,65052.16921
paiN Gaming,4/7/2024 18:32,-13.16994278,16.87286765,10697.39809
paiN Gaming,4/7/2024 19:40,-14.92572096,15.11708947,9584.234724
Fnatic,4/8/2024 15:06,-23.26636221,6.77644822,10449.28316
Fnatic,4/8/2024 15:56,19.03332149,49.07613192,75675.39542
Fnatic,4/8/2024 16:44,41.35278928,71.39559971,110092.0148
Fnatic,4/8/2024 17:27,23.33780012,53.38061055,82312.90147
Bilibili Gaming,4/11/2024 10:18,22.13205395,52.17486438,95271.30236
Top Esports,4/11/2024 10:18,-15.35706323,14.6857472,26816.17439
Top Esports,4/11/2024 11:15,9.923190105,39.96600054,72977.91698
Bilibili Gaming,4/11/2024 11:15,-5.74575267,24.29705776,44366.42747
Bilibili Gaming,4/11/2024 12:11,27.65963379,57.70244422,105364.6631
Top Esports,4/11/2024 12:11,-24.28101248,5.76179795,10521.04306
Top Esports,4/11/2024 13:12,22.05325626,52.09606669,95127.41778
Bilibili Gaming,4/11/2024 13:12,-4.707626001,25.33518443,46262.04677
Bilibili Gaming,4/11/2024 14:07,12.6557088,42.69851923,77967.49611
Top Esports,4/11/2024 14:07,-7.043118749,22.99969168,41997.43701
Hanwha Life Esports,4/13/2024 6:22,8.907247155,38.95005759,72953.45786
T1,4/13/2024 6:22,5.960890777,36.00370121,67434.93236
T1,4/13/2024 7:24,13.24043449,43.28324492,81069.51774
Hanwha Life Esports,4/13/2024 7:24,-4.124651263,25.91815917,48544.71212
T1,4/13/2024 8:21,20.00463882,50.04744925,93738.87245
Hanwha Life Esports,4/13/2024 8:21,-13.70417861,16.33863182,30602.2574
Hanwha Life Esports,4/13/2024 9:17,-9.82673011,20.21608032,37864.71844
T1,4/13/2024 9:17,20.74558689,50.78839732,95126.66818
Fnatic,4/13/2024 15:08,-17.81173414,12.23107629,18860.31964
Fnatic,4/13/2024 15:58,-6.293027933,23.7497825,36622.16461
Fnatic,4/13/2024 16:48,22.97480347,53.0176139,81753.16063
Fnatic,4/13/2024 17:43,19.4714292,49.51423963,76350.95751
Fnatic,4/13/2024 18:28,23.33440892,53.37721935,82307.67224
Gen.G,4/14/2024 6:25,29.57027876,59.61308919,111655.3161
T1,4/14/2024 6:25,-17.69553687,12.34727356,23126.44338
T1,4/14/2024 7:32,10.33244692,40.37525735,75622.85702
Gen.G,4/14/2024 7:32,-3.940006996,26.10280343,48890.55083
Gen.G,4/14/2024 8:26,-17.33227088,12.71053955,23806.84058
T1,4/14/2024 8:26,26.60565075,56.64846118,106102.5678
Gen.G,4/14/2024 9:25,23.30623666,53.34904709,99922.7652
T1,4/14/2024 9:25,-18.16259059,11.88021984,22251.65176
Top Esports,4/14/2024 10:15,19.22500458,49.26781501,89963.03021
T1,4/14/2024 10:19,-21.7277776,8.31503283,15574.05649
Gen.G,4/14/2024 10:19,21.00704418,51.04985461,95616.37768
Top Esports,4/14/2024 11:11,-0.419281853,29.62352858,54092.56318
Top Esports,4/14/2024 12:05,15.42984909,45.47265952,83033.07628
Top Esports,4/14/2024 12:56,27.2283648,57.27117523,104577.166
G2 Esports,4/14/2024 15:12,-19.43626039,10.60655004,16355.30016
Fnatic,4/14/2024 15:12,38.29286577,68.3356762,105373.6127
G2 Esports,4/14/2024 15:59,6.713501382,36.75631181,56678.23281
Fnatic,4/14/2024 15:59,2.985907226,33.02871766,50930.28263
paiN Gaming,4/14/2024 16:17,17.84229318,47.88510361,30359.15569
Fnatic,4/14/2024 16:47,-5.918379335,24.1244311,37199.87275
G2 Esports,4/14/2024 16:47,14.20704157,44.249852,68233.27178
paiN Gaming,4/14/2024 17:10,27.68180523,57.72461566,36597.40633
Fnatic,4/14/2024 17:35,-4.892448224,25.15036221,38781.85852
G2 Esports,4/14/2024 17:35,27.74125169,57.78406212,89103.02379
paiN Gaming,4/14/2024 18:08,-11.50781224,18.53499819,11751.18885
paiN Gaming,4/14/2024 18:56,15.81251814,45.85532857,29072.27831
Bilibili Gaming,4/20/2024 9:01,8.578562795,38.62137323,70522.62751
Top Esports,4/20/2024 9:01,-2.715688526,27.3271219,49899.3246
Top Esports,4/20/2024 10:11,-22.07656759,7.96624284,14546.35943
Bilibili Gaming,4/20/2024 10:11,35.29289958,65.33571001,119303.0065
Top Esports,4/20/2024 11:02,11.1124862,41.15529663,75149.57165
Bilibili Gaming,4/20/2024 11:02,0.97871198,31.02152241,56645.29992
Bilibili Gaming,4/20/2024 12:03,19.9555739,49.99838433,91297.04979
Top Esports,4/20/2024 12:03,-15.93777752,14.10503291,25755.79009
paiN Gaming,4/20/2024 16:19,-6.684136526,23.3586739,14809.39926
paiN Gaming,4/20/2024 18:22,48.48964929,78.53245972,49789.57946
paiN Gaming,4/20/2024 19:20,-2.895077037,27.14773339,17211.66297
paiN Gaming,4/20/2024 20:28,2.949848808,32.99265924,20917.34596
FlyQuest,5/1/2024 8:16,1.506236391,31.54904682,46881.88358
PSG Talon,5/1/2024 8:16,5.863875005,35.90668544,30987.46953
FlyQuest,5/1/2024 9:20,26.53729518,56.58010561,84078.03694
PSG Talon,5/1/2024 9:20,-16.1526979,13.89011253,11987.16711
PSG Talon,5/1/2024 10:13,-13.33785376,16.70495667,14416.37761
FlyQuest,5/1/2024 10:13,28.84438882,58.88719925,87506.37809
T1,5/1/2024 11:26,6.108492667,36.1513031,67711.3907
T1,5/1/2024 12:10,7.126197878,37.16900831,69617.55256
Fnatic,5/2/2024 8:12,28.00812977,58.0509402,89514.54979
GAM Esports,5/2/2024 8:12,-19.77838598,10.26442445,8611.852114
GAM Esports,5/2/2024 9:04,-20.16463808,9.87817235,8287.786602
Fnatic,5/2/2024 9:04,29.84490587,59.8877163,92346.85853
Top Esports,5/2/2024 10:13,28.31451129,58.35732172,106560.4695
Top Esports,5/2/2024 11:04,25.80914825,55.85195868,101985.6765
T1,5/3/2024 8:10,18.52478812,48.56759855,90967.11208
FlyQuest,5/3/2024 8:10,-17.54761732,12.49519311,18567.85696
FlyQuest,5/3/2024 8:47,-16.16786807,13.87494236,20618.16435
T1,5/3/2024 8:47,26.65869857,56.701509,106201.9264
Top Esports,5/3/2024 9:40,11.84423654,41.88704697,76485.74777
Fnatic,5/3/2024 9:40,-7.124509501,22.91830093,35340.02003
Fnatic,5/3/2024 10:27,21.65432803,51.69713846,79716.98751
Top Esports,5/3/2024 10:27,-21.69704552,8.34576491,15239.36673
Top Esports,5/3/2024 11:14,11.93142805,41.97423848,76644.95946
Fnatic,5/3/2024 11:14,-11.41062756,18.63218287,28730.82599
PSG Talon,5/4/2024 8:09,21.75450004,51.79731047,44701.07894
PSG Talon,5/4/2024 9:02,38.18887359,68.23168402,58883.94331
GAM Esports,5/4/2024 9:50,-7.164626651,22.87818378,19194.79619
GAM Esports,5/4/2024 10:33,24.51307294,54.55588337,45772.38615
GAM Esports,5/4/2024 11:30,30.1098041,60.15261453,50468.04359
FlyQuest,5/5/2024 8:10,-12.8354398,17.20737063,25570.15276
PSG Talon,5/5/2024 8:10,15.50237011,45.54518054,39305.49081
FlyQuest,5/5/2024 9:03,-27.63238237,2.41042806,3581.896097
PSG Talon,5/5/2024 9:03,33.57768831,63.62049874,54904.49041
Fnatic,5/5/2024 9:55,33.14627931,63.18908974,97437.57638
GAM Esports,5/5/2024 9:55,-19.75908206,10.28372837,8628.048102
Fnatic,5/5/2024 10:47,22.79214372,52.83495415,81471.4993
GAM Esports,5/5/2024 10:47,-4.177413079,25.86539735,21701.06838
Team Liquid,5/7/2024 9:16,-16.51432247,13.52848796,20103.33311
Top Esports,5/7/2024 9:16,17.7789843,47.82179473,87322.59718
Top Esports,5/7/2024 10:03,22.37746643,52.42027686,95719.42555
Team Liquid,5/7/2024 10:03,-22.2751094,7.76770103,11542.80373
Top Esports,5/7/2024 10:46,21.68497482,51.72778525,94454.93587
Team Liquid,5/7/2024 10:46,-17.29858567,12.74422476,18937.91799
Gen.G,5/8/2024 9:11,16.83516889,46.87797932,87802.45527
Fnatic,5/8/2024 9:11,-11.43996767,18.60284276,28685.58354
Fnatic,5/8/2024 9:57,-5.140937862,24.90187257,38398.6875
Gen.G,5/8/2024 9:57,10.74424853,40.78705896,76394.16143
Fnatic,5/8/2024 11:01,-15.12745126,14.91535917,22999.48384
Gen.G,5/8/2024 11:01,18.51035525,48.55316568,90940.07932
Bilibili Gaming,5/9/2024 9:19,19.92652335,49.96933378,91244.00348
PSG Talon,5/9/2024 9:19,-14.93120422,15.11160621,13041.31616
Bilibili Gaming,5/9/2024 10:04,-7.410255623,22.63255481,41327.04508
PSG Talon,5/9/2024 10:04,14.36450931,44.40731974,38323.51694
Bilibili Gaming,5/9/2024 10:57,15.66614344,45.70895387,83464.54977
PSG Talon,5/9/2024 10:57,-7.458400191,22.58441024,19490.34604
PSG Talon,5/9/2024 11:41,16.08854364,46.13135407,39811.35856
Bilibili Gaming,5/9/2024 11:41,-11.81287717,18.22993326,33287.85813
Bilibili Gaming,5/9/2024 12:31,31.47957462,61.52238505,112339.8751
PSG Talon,5/9/2024 12:31,-21.91968254,8.12312789,7010.259369
G2 Esports,5/10/2024 9:13,-13.8403845,16.20242593,24984.14078
T1,5/10/2024 9:13,26.73973153,56.78254196,106353.7011
G2 Esports,5/10/2024 10:13,20.99535285,51.03816328,78700.84778
T1,5/10/2024 10:13,-14.65657763,15.3862328,28818.41403
T1,5/10/2024 11:02,-19.83118475,10.21162568,19126.3749
G2 Esports,5/10/2024 11:02,32.16506925,62.20787968,95924.55047
T1,5/10/2024 11:49,21.31949207,51.3623025,96201.59258
G2 Esports,5/10/2024 11:49,-16.89758123,13.1452292,20269.94343
G2 Esports,5/10/2024 12:33,-13.21257235,16.83023808,25952.22712
T1,5/10/2024 12:33,20.52333217,50.5661426,94710.38509
Fnatic,5/11/2024 4:11,-18.14949548,11.89331495,18339.49165
Team Liquid,5/11/2024 4:11,23.71074273,53.75355316,79877.78
Fnatic,5/11/2024 4:59,11.79462636,41.83743679,64513.32753
Team Liquid,5/11/2024 4:59,-8.769005692,21.27380474,31612.87384
Team Liquid,5/11/2024 5:48,20.98091843,51.02372886,75821.26109
Fnatic,5/11/2024 5:48,-14.78385581,15.25895462,23529.30802
Fnatic,5/11/2024 6:36,-14.05656154,15.98624889,24650.79579
Team Liquid,5/11/2024 6:36,17.04687109,47.08968152,69975.26674
Gen.G,5/11/2024 7:32,19.90485317,49.9476636,93551.97392
Top Esports,5/11/2024 7:32,-9.61725109,20.42555934,37297.07135
Top Esports,5/11/2024 8:22,-9.866069239,20.17674119,36842.72941
Gen.G,5/11/2024 8:22,16.73528963,46.77810006,87615.38141
Top Esports,5/11/2024 9:11,26.83200118,56.87481161,103853.406
Gen.G,5/11/2024 9:11,-16.41272927,13.63008116,25529.14201
Gen.G,5/11/2024 9:58,-18.49400351,11.54880692,21630.91536
Top Esports,5/11/2024 9:58,28.93067435,58.97348478,107685.5832
Gen.G,5/11/2024 10:44,14.82570637,44.8685168,84038.73197
Top Esports,5/11/2024 10:44,-11.35622331,18.68658712,34121.70808
G2 Esports,5/12/2024 4:10,20.0177961,50.06060653,77193.45527
PSG Talon,5/12/2024 4:10,-7.227494875,22.81531556,19689.61732
G2 Esports,5/12/2024 4:59,28.115769,58.15857943,89680.52948
PSG Talon,5/12/2024 4:59,-22.65725603,7.3855544,6373.733447
PSG Talon,5/12/2024 5:38,-20.46277455,9.58003588,8267.570964
G2 Esports,5/12/2024 5:38,20.57489499,50.61770542,78052.50176
Bilibili Gaming,5/12/2024 6:32,17.62336721,47.66617764,87038.44037
T1,5/12/2024 6:32,-12.44785773,17.5949527,32955.34641
Bilibili Gaming,5/12/2024 7:20,-23.07776678,6.96504365,12718.1697
T1,5/12/2024 7:20,21.64952676,51.69233719,96819.74756
Bilibili Gaming,5/12/2024 8:08,30.04245684,60.08526727,109715.698
T1,5/12/2024 8:08,-18.50578841,11.53702202,21608.84224
T1,5/12/2024 8:58,-9.971407109,20.07140332,37593.73842
Bilibili Gaming,5/12/2024 8:58,15.7845193,45.82732973,83680.70409
Top Esports,5/14/2024 9:10,-22.57672693,7.4660835,13633.06847
G2 Esports,5/14/2024 9:10,31.40247148,61.44528191,94748.62471
Top Esports,5/14/2024 9:57,-20.32147053,9.7213399,17751.16666
G2 Esports,5/14/2024 9:57,26.50395793,56.54676836,87195.11681
G2 Esports,5/14/2024 10:40,12.65107691,42.69388734,65833.97428
Top Esports,5/14/2024 10:40,-15.16093225,14.88187818,27174.30956
T1,5/15/2024 9:10,10.3948826,40.43769303,75739.79905
Team Liquid,5/15/2024 9:10,-8.563050807,21.47975962,31918.9228
Team Liquid,5/15/2024 9:58,1.681412016,31.72422245,47142.19455
T1,5/15/2024 9:58,9.820991117,39.86380155,74664.9003
Team Liquid,5/15/2024 11:00,20.98925142,51.03206185,75833.64391
T1,5/15/2024 11:00,-10.75954585,19.28326458,36117.55456
T1,5/15/2024 11:54,15.91943764,45.96224807,86087.29064
Team Liquid,5/15/2024 11:54,-16.50948964,13.53332079,20110.51469
Gen.G,5/16/2024 9:11,-16.75562113,13.2871893,24886.90556
Bilibili Gaming,5/16/2024 9:11,30.44083267,60.4836431,110443.1323
Gen.G,5/16/2024 10:05,20.46770323,50.51051366,94606.19209
Bilibili Gaming,5/16/2024 10:05,-14.50395962,15.53885081,28373.94158
Bilibili Gaming,5/16/2024 10:53,-18.19995437,11.84285606,21625.05517
Gen.G,5/16/2024 10:53,28.32428126,58.36709169,109321.5627
Bilibili Gaming,5/16/2024 11:41,-5.279913161,24.76289727,45217.05041
Gen.G,5/16/2024 11:41,21.35634732,51.39915775,96270.62247
T1,5/17/2024 9:11,28.20266546,58.24547589,109093.7763
G2 Esports,5/17/2024 9:11,-16.18929311,13.85351732,21362.12371
G2 Esports,5/17/2024 9:56,4.502708135,34.54551857,53269.18963
T1,5/17/2024 9:56,7.873710584,37.91652101,71017.64386
G2 Esports,5/17/2024 10:48,-6.875432407,23.16737802,35724.09691
T1,5/17/2024 10:48,20.21962975,50.26244018,94141.55046
Bilibili Gaming,5/18/2024 9:10,12.22388108,42.26669151,77178.9787
T1,5/18/2024 9:10,-2.669606426,27.373204,51270.0111
T1,5/18/2024 9:58,7.970511013,38.01332144,71198.95106
Bilibili Gaming,5/18/2024 9:58,-5.045843782,24.99696665,45644.4611
Bilibili Gaming,5/18/2024 10:45,39.27396689,69.31677732,126572.4354
T1,5/18/2024 10:45,-20.82502274,9.21778769,17264.91634
T1,5/18/2024 11:27,23.98925256,54.03206299,101202.054
Bilibili Gaming,5/18/2024 11:27,-12.68409603,17.3587144,31697.01249
Bilibili Gaming,5/18/2024 12:24,23.9672883,54.01009873,98622.44028
T1,5/18/2024 12:24,-14.19105144,15.85175899,29690.34459
Gen.G,5/19/2024 9:16,11.37346182,41.41627225,77572.67792
Bilibili Gaming,5/19/2024 9:16,-3.125158187,26.91765224,49151.633
Bilibili Gaming,5/19/2024 10:13,-18.67889007,11.36392036,20750.51858
Gen.G,5/19/2024 10:13,48.63165487,78.6744653,147357.2735
Bilibili Gaming,5/19/2024 11:11,5.616152464,35.65896289,65113.26624
Gen.G,5/19/2024 11:11,-5.265238329,24.7775721,46408.39255
Gen.G,5/19/2024 12:09,21.55332387,51.5961343,96639.55954
Bilibili Gaming,5/19/2024 12:09,-15.98515317,14.05765726,25669.28216
Weibo Gaming,6/1/2024 12:33,6.070603382,36.11341381,65943.09362
Weibo Gaming,6/1/2024 13:34,-4.44293821,25.59987222,46745.36667
Weibo Gaming,6/1/2024 14:30,-5.753942622,24.28886781,44351.47262
paiN Gaming,6/1/2024 16:22,16.99867226,47.04148269,29824.30003
Top Esports,6/2/2024 11:16,32.47604828,62.51885871,114159.436
Top Esports,6/2/2024 12:04,13.99718752,44.03999795,80417.03626
paiN Gaming,6/2/2024 18:11,-4.648046618,25.39476381,16100.28026
LNG Esports,6/3/2024 9:19,18.65781168,48.70062211,88927.33597
LNG Esports,6/3/2024 10:11,25.35413829,55.39694872,101154.8284
Weibo Gaming,6/3/2024 11:16,23.49851329,53.54132372,97766.45711
Weibo Gaming,6/3/2024 12:04,-9.778839654,20.26397078,37002.01064
Weibo Gaming,6/3/2024 12:57,23.16228907,53.2050995,97152.51169
Bilibili Gaming,6/6/2024 12:42,18.29034005,48.33315048,88256.33278
Bilibili Gaming,6/6/2024 13:35,24.73610082,54.77891125,100026.2919
Fukuoka SoftBank HAWKS gaming,6/7/2024 10:22,13.42462916,43.46743959,37512.40037
Fukuoka SoftBank HAWKS gaming,6/7/2024 11:09,26.72972883,56.77253926,48994.70138
LNG Esports,6/7/2024 11:17,-17.16817689,12.87463354,23509.08084
Top Esports,6/7/2024 11:17,20.24158475,50.28439518,91819.3056
Top Esports,6/7/2024 12:04,0.619603352,30.66241378,55989.56757
LNG Esports,6/7/2024 12:04,3.200637592,33.24344802,60702.53609
Weibo Gaming,6/8/2024 11:19,-12.16461548,17.87819495,32645.58398
Fukuoka SoftBank HAWKS gaming,6/8/2024 12:08,14.8672227,44.91003313,38757.35859
Weibo Gaming,6/8/2024 12:11,9.055735638,39.09854607,71393.94512
Fukuoka SoftBank HAWKS gaming,6/8/2024 12:58,24.66929777,54.7121082,47216.54938
Weibo Gaming,6/8/2024 13:00,-13.62101067,16.42179976,29986.20636
paiN Gaming,6/8/2024 16:15,39.23379816,69.27660859,43921.36985
MAD Lions KOI,6/8/2024 18:07,-7.687069417,22.35574101,34472.55264
G2 Esports,6/8/2024 18:07,13.42419226,43.46700269,67026.11815
Fnatic,6/8/2024 18:57,11.79960031,41.84241074,64520.99736
MAD Lions KOI,6/9/2024 16:59,5.05939038,35.10220081,54127.59365
Fnatic,6/9/2024 18:01,15.36794504,45.41075547,70023.38493
paiN Gaming,6/9/2024 18:45,-14.48387293,15.5589375,9864.366375
G2 Esports,6/9/2024 18:59,-8.739762065,21.30304837,32849.30058
Bilibili Gaming,6/10/2024 11:35,8.035091403,38.07790183,69530.24875
Bilibili Gaming,6/10/2024 12:43,14.91364363,44.95645406,82090.48511
Fnatic,6/10/2024 15:09,17.05409974,47.09691017,72623.43548
G2 Esports,6/10/2024 16:58,-8.981969585,21.06084085,32475.81658
MAD Lions KOI,6/10/2024 18:54,10.11570214,40.15851257,61924.42638
Movistar R7,6/11/2024 22:45,25.4687658,55.51157623,32363.24894
Movistar R7,6/11/2024 23:39,-9.474237651,20.56857278,11991.47793
Dplus KIA,6/12/2024 8:11,35.28733063,65.33014106,122363.3542
Hanwha Life Esports,6/12/2024 8:11,-25.21229733,4.8305131,9047.551036
Hanwha Life Esports,6/12/2024 8:59,18.98564725,49.02845768,91830.30123
Dplus KIA,6/12/2024 8:59,-8.957974983,21.08483545,39491.89679
LNG Esports,6/12/2024 9:16,14.2189661,44.26177653,80822.00394
Dplus KIA,6/12/2024 9:53,9.579980553,39.62279098,74213.48751
Hanwha Life Esports,6/12/2024 9:53,-1.023426191,29.01938424,54353.30668
LNG Esports,6/12/2024 10:10,-1.896124015,28.14668642,51395.84939
LNG Esports,6/12/2024 11:01,-9.492172319,20.55063811,37525.46519
Top Esports,6/12/2024 11:16,33.57867858,63.62148901,116172.8389
Top Esports,6/12/2024 12:08,11.52520661,41.56801704,75903.19912
Movistar R7,6/12/2024 22:41,17.07989769,47.12270812,27472.53883
Movistar R7,6/12/2024 23:33,16.89818011,46.94099054,27366.59748
Weibo Gaming,6/13/2024 9:16,14.44356857,44.486379,81232.12805
Weibo Gaming,6/13/2024 10:13,30.45433536,60.49714579,110467.7882
Bilibili Gaming,6/13/2024 11:18,2.687943858,32.73075429,59766.35733
Bilibili Gaming,6/13/2024 12:15,14.56489129,44.60770172,81453.66334
Bilibili Gaming,6/13/2024 13:06,23.89150511,53.93431554,98484.06018
Gen.G,6/14/2024 8:10,18.88187287,48.9246833,91635.93182
Gen.G,6/14/2024 9:01,6.994851205,37.03766164,69371.54024
T1,6/14/2024 10:51,10.0851115,40.12792193,75159.59777
T1,6/14/2024 11:50,29.53709139,59.57990182,111593.1561
PSG Talon,6/15/2024 9:12,21.24416728,51.28697771,44260.66176
Dplus KIA,6/15/2024 9:34,16.28085594,46.32366637,86764.22711
Fukuoka SoftBank HAWKS gaming,6/15/2024 10:02,25.37874633,55.42155676,47828.80348
PSG Talon,6/15/2024 10:03,12.99250272,43.03531315,37139.47525
Dplus KIA,6/15/2024 10:24,-12.23680542,17.80600501,33350.64738
Fukuoka SoftBank HAWKS gaming,6/15/2024 10:50,13.28559349,43.32840392,37392.41258
Dplus KIA,6/15/2024 11:21,24.59642668,54.63923711,102339.2911
Fnatic,6/15/2024 16:02,21.15177325,51.19458368,78942.04803
MAD Lions KOI,6/15/2024 16:50,-14.35977058,15.68303985,24183.24745
G2 Esports,6/15/2024 18:32,1.27374324,31.31655367,48290.12576
paiN Gaming,6/15/2024 19:57,26.72719283,56.77000326,35992.18207
Team Liquid,6/15/2024 20:11,-0.727648183,29.31516225,43562.3311
FlyQuest,6/15/2024 20:11,9.514840768,39.5576512,58782.66968
FlyQuest,6/15/2024 21:11,21.78377013,51.82658056,77014.29871
Team Liquid,6/15/2024 21:11,-21.5723983,8.47041213,12587.03243
Team Liquid,6/15/2024 22:02,19.11663479,49.15944522,73050.9356
FlyQuest,6/15/2024 22:02,-18.25205049,11.79075994,17521.06927
Hanwha Life Esports,6/16/2024 6:07,35.08997666,65.13278709,121993.7102
Hanwha Life Esports,6/16/2024 6:55,-11.30570242,18.73710801,35094.6033
Hanwha Life Esports,6/16/2024 7:49,22.3775752,52.42038563,98183.38228
Fukuoka SoftBank HAWKS gaming,6/16/2024 8:13,15.49271468,45.53552511,39297.15817
Fukuoka SoftBank HAWKS gaming,6/16/2024 9:03,16.96424154,47.00705197,40567.08585
LNG Esports,6/16/2024 9:16,16.35281745,46.39562788,84718.41651
Gen.G,6/16/2024 9:23,21.05013867,51.0929491,95697.09366
T1,6/16/2024 9:23,-16.44349863,13.5993118,25471.511
LNG Esports,6/16/2024 10:07,1.02533299,31.06814342,56730.42988
T1,6/16/2024 10:10,-11.75097278,18.29183765,34260.61192
Gen.G,6/16/2024 10:10,17.10608017,47.1488906,88309.87209
Top Esports,6/16/2024 11:15,16.44080745,46.48361788,84879.08625
Top Esports,6/16/2024 12:02,21.24091282,51.28372325,93644.07865
PSG Talon,6/16/2024 12:10,21.07634124,51.11915167,44115.82789
