Team,Date,Result,Laner,Top score,Laner,Jng score,Laner,Mid score,Laner,Bot score,Laner,Sup score,Sum Score
PSG Talon,1/25/2024 10:08,1,Azhi,6.611291588,JunJia,5.116738876,Maple,3.819698188,Betty,6.269192817,Woody,5.607833085,27.42475456
Weibo Gaming,1/25/2024 10:17,1,Zdz,4.884435605,Xiaohao,1.792491085,Xiaohu,2.187199176,Light,4.303116677,Crisp,5.40239601,18.56963855
Gen.G,1/25/2024 10:35,1,Kiin,5.159859109,Canyon,4.180590443,Chovy,2.73254742,Peyz,2.851445506,Lehends,2.515208131,17.43965061
LNG Esports,1/25/2024 11:19,0,Zika,0.438748997,Weiwei,-4.267311966,Scout,-0.279902231,GALA,-3.172740415,Mark,-0.77589347,-8.057099085
Gen.G,1/25/2024 11:26,1,Kiin,4.087990797,Canyon,6.044537204,Chovy,4.433897003,Peyz,7.742530805,Lehends,6.847005566,29.15596138
LNG Esports,1/25/2024 12:14,1,Zika,2.623744557,Weiwei,1.725274352,Scout,2.418744597,GALA,0.030833128,Mark,-0.435476837,6.363119797
LNG Esports,1/25/2024 13:15,0,Zika,2.155776823,Weiwei,0.562252599,Scout,-2.820112069,GALA,1.023640631,Mark,4.852107029,5.773665012
Movistar R7,1/26/2024 0:11,1,Summit,2.918004498,Oddie,7.597730905,Lava,2.252808262,Ceo,2.525596582,Lyonz,7.007474248,22.30161449
Movistar R7,1/26/2024 0:55,1,Summit,6.187374601,Oddie,2.585127021,Lava,6.078740503,Ceo,5.567489902,Lyonz,9.261122609,29.67985464
T1,1/26/2024 8:07,0,Zeus,-0.765044197,Oner,-1.86559032,Faker,0.250755208,Gumayusi,0.605643045,Keria,-3.460354458,-5.234590722
T1,1/26/2024 9:05,1,Zeus,3.430968838,Oner,3.548973874,Faker,6.842150736,Gumayusi,4.624242959,Keria,4.410591519,22.85692793
T1,1/26/2024 9:48,1,Zeus,5.264755112,Oner,7.072120578,Faker,6.317735229,Gumayusi,3.668251695,Keria,5.310846044,27.63370866
GAM Esports,1/26/2024 10:05,1,Kiaya,6.242665806,Levi,4.615655553,Blazes,2.331514252,Pyshiro,2.302891883,Elio,4.736921368,20.22964886
GAM Esports,1/26/2024 10:56,1,Kiaya,7.093683757,Levi,5.986635231,Blazes,3.148034692,Pyshiro,3.270432275,Elio,6.477183213,25.97596917
Bilibili Gaming,1/26/2024 11:33,1,Bin,2.302285041,Xun,6.139278776,knight,3.829915891,Elk,3.658872794,ON,7.757605125,23.68795763
Vikings Esports,1/26/2024 11:57,1,Kratos,6.138725742,Gury,-0.065695668,Kati,-1.097964838,Shogun,-2.086441095,Kairi,-1.31090321,1.57772093
Bilibili Gaming,1/26/2024 12:25,1,Bin,2.579490778,Xun,3.548016882,knight,2.047658119,Elk,2.801926173,ON,3.994741288,14.97183324
Vikings Esports,1/26/2024 12:53,1,Kratos,3.772609302,Gury,2.889996501,Kati,3.442302506,Shogun,0.791978836,Kairi,4.183871919,15.08075906
Gen.G,1/27/2024 6:08,0,Kiin,-2.175094672,Canyon,0.025453926,Chovy,-4.900457163,Peyz,-3.668278269,Lehends,-1.29404928,-12.01242546
Dplus KIA,1/27/2024 6:08,1,Kingen,3.250000674,Lucid,3.857710557,ShowMaker,5.965535332,Aiming,3.087038665,Kellin,2.530457562,18.69074279
Gen.G,1/27/2024 7:09,1,Kiin,0.675707739,Canyon,2.816685785,Chovy,1.234335802,Peyz,0.355461796,Lehends,1.598373769,6.68056489
Dplus KIA,1/27/2024 7:09,0,Kingen,0.298724912,Lucid,-4.013673091,ShowMaker,-0.343746596,Aiming,-1.476345981,Kellin,0.816646664,-4.718394092
Dplus KIA,1/27/2024 8:14,0,Kingen,-1.663734725,Lucid,-6.09900046,ShowMaker,-1.428022063,Aiming,-0.616136185,Kellin,-3.479049349,-13.28594278
Gen.G,1/27/2024 8:14,1,Kiin,1.350300726,Canyon,5.299185444,Chovy,2.992715063,Peyz,2.398245045,Lehends,4.918318114,16.95876439
Fukuoka SoftBank HAWKS gaming,1/27/2024 8:16,1,Evi,6.493226358,Forest,5.864041026,DasheR,-0.199540544,Marble,4.058078411,Vsta,5.22345878,21.43926403
Fukuoka SoftBank HAWKS gaming,1/27/2024 9:05,1,Evi,2.354243317,Forest,6.801606112,DasheR,0.890480706,Marble,2.764925012,Vsta,5.975976841,18.78723199
PSG Talon,1/27/2024 9:10,0,Azhi,-1.853567938,JunJia,-6.896508591,Maple,-4.06569413,Betty,-1.512809193,Woody,-1.208788064,-15.53736792
PSG Talon,1/27/2024 10:10,1,Azhi,4.527899401,JunJia,3.633343512,Maple,2.604563204,Betty,1.670120231,Woody,2.780443589,15.21636994
PSG Talon,1/27/2024 11:11,0,Azhi,-2.5028483,JunJia,-1.411409644,Maple,-4.078663165,Betty,-1.457065344,Woody,-0.277954237,-9.72794069
Top Esports,1/27/2024 12:49,1,369,3.354193244,Tian,4.889475027,Creme,4.181488912,JackeyLove,3.058677156,Meiko,5.755152401,21.23898674
Top Esports,1/27/2024 13:38,1,369,7.140641346,Tian,5.548184767,Creme,2.981586403,JackeyLove,1.617593666,Meiko,6.447744316,23.7357505
paiN Gaming,1/27/2024 18:03,1,Wizer,3.091012611,CarioK,3.833151624,dyNquedo,5.141559595,TitaN,4.432426743,Kuri,5.783406061,22.28155663
MAD Lions KOI,1/27/2024 18:04,1,Myrwn,2.560745671,Elyoya,5.177065828,Fresskowy,2.844958479,Supa,5.958998093,Alvaro,4.950158315,21.49192639
Fnatic,1/27/2024 18:04,0,Oscarinin,2.274493342,Razork,-2.057329628,Humanoid,0.472728838,Noah,-0.072108723,Jun,0.071358622,0.68914245
G2 Esports,1/27/2024 19:09,1,BrokenBlade,3.664672712,Yike,1.363097793,Caps,0.008814164,Hans Sama,-0.085368611,Mikyx,0.354220851,5.305436909
100 Thieves,1/27/2024 21:14,0,Sniper,-0.136583536,River,-1.370121657,Quid,-4.543748445,Meech,-2.097122597,Eyla,0.082560156,-8.065016079
FlyQuest,1/27/2024 22:29,1,Bwipo,1.505572366,Inspired,3.727023432,Jensen,2.798803448,Massu,1.483291431,Busio,3.225691842,12.74038252
Team Liquid,1/27/2024 22:29,0,Impact,-1.463712966,UmTi,-6.365620787,APA,-4.255849231,Yeon,-3.950726098,CoreJJ,-0.891149443,-16.92705853
Weibo Gaming,1/28/2024 7:19,1,Zdz,0.869687903,Xiaohao,1.966714959,Xiaohu,-5.113538991,Light,2.833147065,Crisp,4.356796495,4.912807431
Weibo Gaming,1/28/2024 8:28,1,Zdz,4.939818708,Xiaohao,6.662685144,Xiaohu,4.112432102,Light,-1.703571939,Crisp,8.014546065,22.02591008
Hanwha Life Esports,1/28/2024 9:43,0,Doran,-0.881426161,Peanut,-3.842441633,Zeka,-4.865776095,Viper,1.036300225,Delight,0.723488663,-7.829855
T1,1/28/2024 9:43,1,Zeus,1.20231179,Oner,2.424208814,Faker,2.691321671,Gumayusi,1.664194484,Keria,1.344999409,9.327036168
GAM Esports,1/28/2024 10:06,1,Kiaya,3.432541691,Levi,4.434784604,Blazes,1.012533952,Pyshiro,3.251371483,Elio,2.8852961,15.01652783
Fukuoka SoftBank HAWKS gaming,1/28/2024 10:07,1,Evi,2.723864794,Forest,4.771464592,DasheR,3.868090224,Marble,0.255833388,Vsta,6.687420888,18.30667389
Hanwha Life Esports,1/28/2024 10:40,0,Doran,-2.810424462,Peanut,-4.654654271,Zeka,-0.438578339,Viper,-2.584867415,Delight,0.706773648,-9.781750839
T1,1/28/2024 10:40,1,Zeus,4.924762503,Oner,5.1906774,Faker,3.423734629,Gumayusi,3.821857178,Keria,-0.204951839,17.15607987
Fukuoka SoftBank HAWKS gaming,1/28/2024 10:59,1,Evi,4.659755209,Forest,3.325929892,DasheR,2.182040797,Marble,2.405736579,Vsta,3.849893709,16.42335619
GAM Esports,1/28/2024 11:02,1,Kiaya,3.677811089,Levi,4.199384466,Blazes,1.323714112,Pyshiro,3.822676292,Elio,3.600651114,16.62423707
LNG Esports,1/28/2024 11:19,1,Zika,2.282883071,Weiwei,6.140010989,Scout,4.022991029,GALA,5.881680337,Mark,7.776452237,26.10401766
Vikings Esports,1/28/2024 12:13,1,Kratos,7.671450535,Gury,7.922610385,Kati,8.207785697,Shogun,5.051668734,Kairi,5.177173056,34.03068841
LNG Esports,1/28/2024 12:15,1,Zika,4.007129817,Weiwei,4.889653901,Scout,2.357182779,GALA,2.070883435,Mark,4.421295213,17.74614514
Vikings Esports,1/28/2024 12:57,1,Kratos,7.714703555,Gury,4.576643112,Kati,4.281973272,Shogun,4.596355743,Kairi,2.422850597,23.59252628
paiN Gaming,1/28/2024 18:18,0,Wizer,-2.450175506,CarioK,-2.115742008,dyNquedo,3.501357123,TitaN,1.509219646,Kuri,2.711994869,3.156654123
Fnatic,1/28/2024 18:28,0,Oscarinin,-2.701016049,Razork,-1.032752515,Humanoid,-3.904890172,Noah,-0.561551218,Jun,1.679061324,-6.52114863
G2 Esports,1/28/2024 18:28,1,BrokenBlade,3.992954591,Yike,4.6764933,Caps,5.064213968,Hans Sama,5.593622083,Mikyx,-1.939523854,17.38776009
MAD Lions KOI,1/28/2024 19:30,0,Myrwn,0.700268728,Elyoya,-4.168305222,Fresskowy,-0.128880242,Supa,-4.213237601,Alvaro,-0.49656082,-8.306715157
100 Thieves,1/28/2024 20:15,1,Sniper,3.533496028,River,3.639185537,Quid,2.670446588,Meech,3.442550237,Eyla,3.99814043,17.28381882
FlyQuest,1/28/2024 21:55,0,Bwipo,-3.845481906,Inspired,-4.805246362,Jensen,-3.5507194,Massu,-4.444156967,Busio,-0.703602057,-17.34920669
Team Liquid,1/28/2024 22:51,1,Impact,2.44476836,UmTi,3.01287768,APA,2.633099497,Yeon,3.05678519,CoreJJ,0.77355291,11.92108364
Bilibili Gaming,1/29/2024 11:19,1,Bin,5.596957462,Xun,2.78742607,knight,6.601334809,Elk,1.017226235,ON,7.91532859,23.91827317
Bilibili Gaming,1/29/2024 12:17,1,Bin,3.900073827,Xun,3.286734766,knight,1.432138716,Elk,3.146248259,ON,5.709321291,17.47451686
Fnatic,1/29/2024 17:58,1,Oscarinin,7.182758127,Razork,5.25589431,Humanoid,6.498692084,Noah,6.181859864,Jun,8.021691151,33.14089554
G2 Esports,1/29/2024 18:55,1,BrokenBlade,4.571242715,Yike,7.644812009,Caps,0.040898423,Hans Sama,5.988286823,Mikyx,3.744367853,21.98960782
MAD Lions KOI,1/29/2024 20:01,1,Myrwn,-0.382731765,Elyoya,-0.092347325,Fresskowy,1.98404595,Supa,6.553043581,Alvaro,-0.555288303,7.506722139
Dplus KIA,1/31/2024 8:08,0,Kingen,-2.087812432,Lucid,-4.662879862,ShowMaker,-0.1580982,Aiming,-4.086809873,Kellin,-2.393223108,-13.38882347
Dplus KIA,1/31/2024 9:10,0,Kingen,-0.835831364,Lucid,-4.817245266,ShowMaker,-0.979975654,Aiming,-3.140969988,Kellin,0.556814465,-9.217207808
Movistar R7,1/31/2024 23:56,1,Summit,4.2646708,Oddie,5.880038369,Lava,4.708803937,Ceo,3.750036922,Lyonz,4.517810569,23.1213606
T1,2/1/2024 8:05,1,Zeus,2.10730043,Oner,4.489639231,Faker,3.490686173,Gumayusi,3.24005866,Keria,6.620786892,19.94847139
T1,2/1/2024 8:56,1,Zeus,0.346199576,Oner,3.80631207,Faker,0.25597788,Gumayusi,2.869545952,Keria,2.461089887,9.739125366
Vikings Esports,2/1/2024 10:07,0,Kratos,0.503905125,Gury,-1.59718753,Kati,-2.31206884,Shogun,-3.44053038,Kairi,1.086676722,-5.759204903
Vikings Esports,2/1/2024 11:06,0,Kratos,-2.78613066,Gury,-5.673740926,Kati,-0.904554612,Shogun,#DIV/0!,Kairi,-1.13612104,#DIV/0!
LNG Esports,2/1/2024 11:21,0,Zika,0.074897478,Weiwei,-4.290189447,Scout,-2.622105099,GALA,-0.446265904,Mark,0.699975019,-6.583687954
Weibo Gaming,2/1/2024 11:21,1,Zdz,5.048879525,Xiaohao,3.897569667,Xiaohu,5.995196866,Light,6.018133425,Crisp,0.498766719,21.4585462
GAM Esports,2/1/2024 12:14,1,Kiaya,4.208840816,Levi,6.740062638,Blazes,2.374130063,Pyshiro,6.01038435,Elio,3.434940654,22.76835852
Weibo Gaming,2/1/2024 12:27,0,Zdz,-1.404676772,Xiaohao,-4.074846751,Xiaohu,-2.753709327,Light,-0.953666706,Crisp,-2.556818565,-11.74371812
LNG Esports,2/1/2024 12:27,1,Zika,2.845016556,Weiwei,5.358802215,Scout,2.735001285,GALA,3.327582768,Mark,4.827175915,19.09357874
PSG Talon,2/1/2024 12:41,1,Azhi,3.146791007,JunJia,6.28871224,Maple,5.266544999,Betty,4.028500935,Woody,7.725370613,26.45591979
GAM Esports,2/1/2024 13:02,1,Kiaya,6.796290488,Levi,0.608263447,Blazes,3.396311075,Pyshiro,0.406750959,Elio,3.404945546,14.61256152
LNG Esports,2/1/2024 13:21,1,Zika,2.585759178,Weiwei,4.359963424,Scout,1.281652895,GALA,5.015184988,Mark,5.439920678,18.68248116
Weibo Gaming,2/1/2024 13:21,0,Zdz,-1.511785575,Xiaohao,-3.641291166,Xiaohu,-2.602359531,Light,-1.645076728,Crisp,-2.548487943,-11.94900094
PSG Talon,2/1/2024 13:33,1,Azhi,4.743925027,JunJia,1.354675242,Maple,2.528549906,Betty,-0.515718795,Woody,3.936489646,12.04792103
Movistar R7,2/1/2024 22:06,1,Summit,4.452455072,Oddie,8.20578705,Lava,10.27364875,Ceo,7.81911143,Lyonz,8.473670792,39.22467309
Movistar R7,2/1/2024 22:52,1,Summit,2.508418819,Oddie,4.506640271,Lava,3.186209402,Ceo,0.676547844,Lyonz,5.665626521,16.54344286
Gen.G,2/2/2024 8:06,1,Kiin,5.784279452,Canyon,2.134025148,Chovy,2.202022352,Peyz,1.878636345,Lehends,4.199369794,16.19833309
Gen.G,2/2/2024 9:01,1,Kiin,7.328864128,Canyon,8.082422469,Chovy,4.50093907,Peyz,0.897786304,Lehends,3.801293261,24.61130523
Dplus KIA,2/2/2024 10:37,0,Kingen,-4.646005019,Lucid,-2.894105681,ShowMaker,-2.883404611,Aiming,-2.295540026,Kellin,-5.222015612,-17.94107095
Hanwha Life Esports,2/2/2024 10:37,1,Doran,2.497713494,Peanut,4.045384405,Zeka,6.167234801,Viper,8.044776421,Delight,10.43570994,31.19081906
Dplus KIA,2/2/2024 11:28,0,Kingen,-1.386436571,Lucid,-1.330382347,ShowMaker,-0.247127956,Aiming,-0.251504173,Kellin,0.253544087,-2.96190696
Hanwha Life Esports,2/2/2024 11:28,1,Doran,-0.104392366,Peanut,1.51026447,Zeka,2.261756247,Viper,0.040451701,Delight,2.692905967,6.400986019
Team Liquid,2/2/2024 22:07,0,Impact,-0.60494075,UmTi,-6.210244227,APA,-4.957964238,Yeon,-2.124710042,CoreJJ,-0.26459189,-14.16245115
100 Thieves,2/2/2024 23:54,0,Sniper,-0.611280902,River,-5.41161668,Quid,-5.3893793,Meech,-4.418519002,Eyla,-3.911962523,-19.74275841
FlyQuest,2/2/2024 23:54,1,Bwipo,2.680719915,Inspired,7.73166526,Jensen,2.511034718,Massu,4.188621549,Busio,3.100219968,20.21226141
Top Esports,2/3/2024 7:17,1,369,3.930409354,Tian,7.885522634,Creme,2.897079104,JackeyLove,2.636237002,Meiko,5.498524745,22.84777284
Top Esports,2/3/2024 8:05,1,369,4.317475972,Tian,8.733846114,Creme,6.251554574,JackeyLove,7.30938745,Meiko,7.716384474,34.32864858
T1,2/3/2024 9:41,1,Zeus,-1.832002952,Oner,2.692135297,Faker,0.341289351,Gumayusi,2.225327613,Keria,3.170711193,6.597460502
Fukuoka SoftBank HAWKS gaming,2/3/2024 10:17,0,Evi,-4.79921982,Forest,-5.578256566,DasheR,-6.502535803,Marble,0.197692444,Vsta,1.516224521,-15.16609523
T1,2/3/2024 10:26,1,Zeus,3.432202452,Oner,2.16151555,Faker,6.027851559,Gumayusi,2.433968982,Keria,0.907191302,14.96272985
Fukuoka SoftBank HAWKS gaming,2/3/2024 11:16,1,Evi,1.950917526,Forest,1.42268704,DasheR,1.536473711,Marble,-0.421329462,Vsta,1.096471717,5.585220532
PSG Talon,2/3/2024 11:23,1,Azhi,3.624397659,JunJia,6.272712579,Maple,4.542913027,Betty,9.573148424,Woody,8.88753779,32.90070948
GAM Esports,2/3/2024 12:08,1,Kiaya,4.799793026,Levi,2.065006777,Blazes,4.787145107,Pyshiro,3.219608739,Elio,1.987092077,16.85864573
Vikings Esports,2/3/2024 12:08,0,Kratos,-0.884608095,Gury,-3.512815223,Kati,-2.056513534,Shogun,-0.814325754,Kairi,-0.722695077,-7.990957683
PSG Talon,2/3/2024 12:14,1,Azhi,8.140687655,JunJia,7.603113151,Maple,9.846626731,Betty,2.972094745,Woody,9.529096456,38.09161874
Bilibili Gaming,2/3/2024 12:34,1,Bin,1.271280494,Xun,4.095524993,knight,2.708571321,Elk,0.974753766,ON,2.071009068,11.12113964
