Team,Date,Result,Laner,Top score,Laner,Jng score,Laner,Mid score,Laner,Bot score,Laner,Sup score,Sum Score
G2 Esports,5/12/2024 5:38,1,BrokenBlade,5.503909279,Yike,1.524938338,Caps,6.420391087,Hans Sama,4.630435914,Mikyx,2.495220016,20.57489463
Bilibili Gaming,5/12/2024 6:32,1,Bin,2.485825959,Xun,5.667246516,knight,4.015497606,Elk,2.799895635,ON,2.6549012,17.62336692
T1,5/12/2024 6:32,0,Zeus,-2.21985815,Oner,-3.626696577,Faker,-4.417617187,Gumayusi,-1.865289625,Keria,-0.318396319,-12.44785786
Bilibili Gaming,5/12/2024 7:20,0,Bin,-2.573386167,Xun,-6.898401792,knight,-5.290792214,Elk,-5.872207544,ON,-2.442979414,-23.07776713
T1,5/12/2024 7:20,1,Zeus,5.381963814,Oner,3.545551293,Faker,4.018322525,Gumayusi,2.892988863,Keria,5.810699971,21.64952647
Bilibili Gaming,5/12/2024 8:08,1,Bin,5.284050873,Xun,6.021206203,knight,6.746316404,Elk,5.442231969,ON,6.548650943,30.04245639
T1,5/12/2024 8:08,0,Zeus,-0.635821245,Oner,-5.331735521,Faker,-5.241263466,Gumayusi,-4.287903055,Keria,-3.009065266,-18.50578855
T1,5/12/2024 8:58,0,Zeus,-2.764514375,Oner,-1.74708087,Faker,-1.169037926,Gumayusi,-3.12388726,Keria,-1.166886879,-9.97140731
Bilibili Gaming,5/12/2024 8:58,1,Bin,4.705254794,Xun,0.305911702,knight,3.090543669,Elk,4.191239419,ON,3.491569508,15.78451909
Top Esports,5/14/2024 9:10,0,369,-2.122923277,Tian,-6.989010977,Creme,-6.92778257,JackeyLove,-4.797960799,Meiko,-1.739049534,-22.57672716
G2 Esports,5/14/2024 9:10,1,BrokenBlade,5.329914178,Yike,11.59827987,Caps,5.284903066,Hans Sama,1.759346647,Mikyx,7.430027516,31.40247128
Top Esports,5/14/2024 9:57,0,369,-1.427805157,Tian,-4.773312413,Creme,-3.915269798,JackeyLove,-6.317446987,Meiko,-3.887636376,-20.32147073
G2 Esports,5/14/2024 9:57,1,BrokenBlade,2.675221554,Yike,5.531133255,Caps,2.358063066,Hans Sama,8.01526758,Mikyx,7.924272027,26.50395748
G2 Esports,5/14/2024 10:40,1,BrokenBlade,5.041300917,Yike,4.241354163,Caps,0.008459986,Hans Sama,1.280482302,Mikyx,2.079479354,12.65107672
Top Esports,5/14/2024 10:40,0,369,-3.95526404,Tian,-1.461441727,Creme,-5.022009916,JackeyLove,-1.636989847,Meiko,-3.085226874,-15.1609324
T1,5/15/2024 9:10,1,Zeus,0.649248637,Oner,3.255948567,Faker,2.339818834,Gumayusi,1.873476295,Keria,2.276390094,10.39488243
Team Liquid,5/15/2024 9:10,0,Impact,-0.428171884,UmTi,-3.307168303,APA,-3.545874082,Yeon,-0.875773623,CoreJJ,-0.406063153,-8.563051045
Team Liquid,5/15/2024 9:58,0,Impact,2.093612157,UmTi,-1.595488201,APA,-0.617287269,Yeon,1.821269347,CoreJJ,-0.020694257,1.681411778
T1,5/15/2024 9:58,1,Zeus,4.873186608,Oner,-2.15233854,Faker,1.108645052,Gumayusi,5.040092729,Keria,0.951404911,9.82099076
Team Liquid,5/15/2024 11:00,1,Impact,1.227981663,UmTi,3.835335976,APA,5.538582104,Yeon,4.560018564,CoreJJ,5.827332873,20.98925118
T1,5/15/2024 11:00,0,Zeus,-2.212909967,Oner,-3.83028733,Faker,-3.378491695,Gumayusi,1.876428973,Keria,-3.214286106,-10.75954612
T1,5/15/2024 11:54,1,Zeus,0.400985938,Oner,6.249290472,Faker,5.840647807,Gumayusi,1.970596864,Keria,1.457916271,15.91943735
Team Liquid,5/15/2024 11:54,0,Impact,-3.582012917,UmTi,-3.851946391,APA,-3.618740859,Yeon,-4.6546357,CoreJJ,-0.802154114,-16.50948998
Gen.G,5/16/2024 9:11,0,Kiin,-1.515324953,Canyon,-5.47314804,Chovy,-2.922777203,Peyz,-3.705631134,Lehends,-3.138739983,-16.75562131
Bilibili Gaming,5/16/2024 9:11,1,Bin,5.778614879,Xun,7.927350314,knight,6.463457307,Elk,5.800269769,ON,4.471140163,30.44083243
Gen.G,5/16/2024 10:05,1,Kiin,2.793761969,Canyon,6.131680859,Chovy,3.376099759,Peyz,5.254467423,Lehends,2.91169307,20.46770308
Bilibili Gaming,5/16/2024 10:05,0,Bin,-0.383605318,Xun,-5.790528745,knight,-2.563772106,Elk,-2.76881286,ON,-2.997240813,-14.50395984
Bilibili Gaming,5/16/2024 10:53,0,Bin,-1.650859356,Xun,-2.927327585,knight,-2.704131555,Elk,-5.689360482,ON,-5.228275543,-18.19995452
Gen.G,5/16/2024 10:53,1,Kiin,2.960540678,Canyon,3.694935087,Chovy,6.020383875,Peyz,7.57823545,Lehends,8.070185872,28.32428096
Bilibili Gaming,5/16/2024 11:41,0,Bin,1.998858238,Xun,-2.067827312,knight,-3.152747359,Elk,-0.582095275,ON,-1.4761018,-5.279913507
Gen.G,5/16/2024 11:41,1,Kiin,8.668972944,Canyon,1.564477911,Chovy,4.430788039,Peyz,2.716229979,Lehends,3.97587802,21.35634689
T1,5/17/2024 9:11,1,Zeus,6.885405537,Oner,5.744070396,Faker,5.042873939,Gumayusi,5.402623099,Keria,5.127692279,28.20266525
G2 Esports,5/17/2024 9:11,0,BrokenBlade,-3.689704721,Yike,-3.43751084,Caps,-3.570632624,Hans Sama,-3.386044877,Mikyx,-2.105400276,-16.18929334
G2 Esports,5/17/2024 9:56,0,BrokenBlade,-0.233956585,Yike,0.758516388,Caps,2.706474537,Hans Sama,0.614822405,Mikyx,0.656851185,4.50270793
T1,5/17/2024 9:56,1,Zeus,3.107175745,Oner,1.75900612,Faker,-5.005963568,Gumayusi,4.551797773,Keria,3.46169431,7.873710379
G2 Esports,5/17/2024 10:48,0,BrokenBlade,-2.427241166,Yike,-2.896347882,Caps,-0.055014564,Hans Sama,0.276891647,Mikyx,-1.773720712,-6.875432676
T1,5/17/2024 10:48,1,Zeus,4.59879689,Oner,3.801140225,Faker,5.842186869,Gumayusi,3.586300284,Keria,2.391205343,20.21962961
Bilibili Gaming,5/18/2024 9:10,1,Bin,5.016563729,Xun,1.636137753,knight,4.175065065,Elk,-2.797884258,ON,4.193998553,12.22388084
T1,5/18/2024 9:10,0,Zeus,-0.25502616,Oner,-1.232835021,Faker,-3.98758617,Gumayusi,0.922370969,Keria,1.883469754,-2.669606628
T1,5/18/2024 9:58,1,Zeus,0.988657983,Oner,2.342887624,Faker,2.272272513,Gumayusi,1.512240208,Keria,0.854452448,7.970510775
Bilibili Gaming,5/18/2024 9:58,0,Bin,0.221050507,Xun,0.073864935,knight,-1.336676659,Elk,0.261019519,ON,-4.265102295,-5.045843993
Bilibili Gaming,5/18/2024 10:45,1,Bin,12.29225474,Xun,3.775762354,knight,7.138742377,Elk,9.950860117,ON,6.116346981,39.27396657
T1,5/18/2024 10:45,0,Zeus,-1.878167682,Oner,-2.826431605,Faker,-4.963705105,Gumayusi,-5.629633861,Keria,-5.527084639,-20.82502289
T1,5/18/2024 11:27,1,Zeus,7.624268684,Oner,5.258801252,Faker,1.488544361,Gumayusi,3.608095344,Keria,6.009542696,23.98925234
Bilibili Gaming,5/18/2024 11:27,0,Bin,-0.06460784,Xun,-6.526779004,knight,-1.755588687,Elk,-3.161772656,ON,-1.175348191,-12.68409638
Bilibili Gaming,5/18/2024 12:24,1,Bin,6.283780911,Xun,2.50721228,knight,3.673247752,Elk,7.200246855,ON,4.302800261,23.96728806
T1,5/18/2024 12:24,0,Zeus,-2.210502441,Oner,-4.89107059,Faker,-0.926710044,Gumayusi,-3.704851948,Keria,-2.457916652,-14.19105168
Gen.G,5/19/2024 9:16,1,Kiin,0.558599673,Canyon,0.508471439,Chovy,5.055850857,Peyz,3.861288904,Lehends,1.389250782,11.37346166
Bilibili Gaming,5/19/2024 9:16,0,Bin,-3.911701527,Xun,-1.114511401,knight,-0.114408323,Elk,0.369651658,ON,1.645810958,-3.125158635
Bilibili Gaming,5/19/2024 10:13,0,Bin,-5.294489197,Xun,-4.747170085,knight,-1.420955949,Elk,-2.346666881,ON,-4.869608248,-18.67889036
Gen.G,5/19/2024 10:13,1,Kiin,10.25010199,Canyon,11.72864807,Chovy,6.142257469,Peyz,13.21253595,Lehends,7.298110906,48.63165438
Bilibili Gaming,5/19/2024 11:11,1,Bin,-1.257762499,Xun,4.922879749,knight,0.172576167,Elk,2.641132013,ON,-0.862673262,5.616152168
Gen.G,5/19/2024 11:11,0,Kiin,-0.968459687,Canyon,-2.765749042,Chovy,-0.106467823,Peyz,0.242752317,Lehends,-1.667314386,-5.26523862
Gen.G,5/19/2024 12:09,1,Kiin,3.935147598,Canyon,3.415183735,Chovy,4.496259732,Peyz,4.776091152,Lehends,4.930641457,21.55332367
Bilibili Gaming,5/19/2024 12:09,0,Bin,-1.937177577,Xun,-5.211364822,knight,-1.641015134,Elk,-1.027541311,ON,-6.168054549,-15.98515339
Weibo Gaming,6/1/2024 12:33,1,Breathe,-0.232875075,Tarzan,-0.382732967,Xiaohu,3.517011125,Light,2.391368964,Crisp,0.777830963,6.070603009
Weibo Gaming,6/1/2024 13:34,0,Breathe,-0.443918274,Tarzan,-3.991816018,Xiaohu,-0.903269972,Light,0.848671816,Crisp,0.047393955,-4.442938493
Weibo Gaming,6/1/2024 14:30,0,Breathe,0.279679232,Tarzan,-3.121495959,Xiaohu,-0.715629277,Light,-2.087610205,Crisp,-0.108886621,-5.753942831
paiN Gaming,6/1/2024 16:22,1,Wizer,4.183109212,CarioK,5.965927869,dyNquedo,2.029920742,TitaN,2.088899665,Kuri,2.730814606,16.99867209
Top Esports,6/2/2024 11:16,1,369,4.394690721,Tian,7.726863232,Creme,7.096644173,JackeyLove,6.356767933,Meiko,6.901081898,32.47604796
Top Esports,6/2/2024 12:04,1,369,6.240660887,Tian,1.328426969,Creme,0.900361715,JackeyLove,1.742883003,Meiko,3.784854709,13.99718728
paiN Gaming,6/2/2024 18:11,0,Wizer,1.882598972,CarioK,-3.687071238,dyNquedo,-2.434331146,TitaN,0.290552386,Kuri,-0.699795907,-4.648046933
LNG Esports,6/3/2024 9:19,1,Zika,4.503264623,Weiwei,3.856453349,Scout,3.835732942,GALA,4.482781656,Hang,1.97957894,18.65781151
LNG Esports,6/3/2024 10:11,1,Zika,6.574814171,Weiwei,5.284290972,Scout,6.643953692,GALA,6.248917401,Hang,0.602161734,25.35413797
Weibo Gaming,6/3/2024 11:16,1,Breathe,0.920435231,Tarzan,5.994209136,Xiaohu,6.597542172,Light,6.030772518,Crisp,3.95555389,23.49851295
Weibo Gaming,6/3/2024 12:04,0,Breathe,-2.342577555,Tarzan,-4.761158636,Xiaohu,-0.264781268,Light,-0.435569533,Crisp,-1.974752829,-9.778839822
Weibo Gaming,6/3/2024 12:57,1,Breathe,4.339377638,Tarzan,3.866240938,Xiaohu,4.03655346,Light,5.021539377,Crisp,5.898577472,23.16228889
Bilibili Gaming,6/6/2024 12:42,1,Bin,3.745870981,Xun,5.340827563,knight,5.198145585,Elk,3.135617242,ON,0.869878378,18.29033975
Bilibili Gaming,6/6/2024 13:35,1,Bin,2.923239204,Xun,8.207726176,knight,5.251998957,Elk,4.241278518,ON,4.111857523,24.73610038
Fukuoka SoftBank HAWKS gaming,6/7/2024 10:22,1,Evi,0.816464961,Forest,5.093002705,DasheR,4.023845083,Marble,1.49012607,Vsta,2.001190171,13.42462899
Fukuoka SoftBank HAWKS gaming,6/7/2024 11:09,1,Evi,7.263446911,Forest,4.350437135,DasheR,5.622887865,Marble,4.188406119,Vsta,5.304550523,26.72972855
LNG Esports,6/7/2024 11:17,0,Zika,-3.952717539,Weiwei,-5.608365484,Scout,-2.181641891,GALA,-3.808119523,Hang,-1.617332888,-17.16817733
Top Esports,6/7/2024 11:17,1,369,4.40437884,Tian,4.520328577,Creme,3.6700838,JackeyLove,3.564110392,Meiko,4.08268294,20.24158455
Top Esports,6/7/2024 12:04,1,369,1.189181259,Tian,-2.644104817,Creme,3.581862647,JackeyLove,-1.09337615,Meiko,-0.413959815,0.619603123
LNG Esports,6/7/2024 12:04,0,Zika,0.994658349,Weiwei,0.281875822,Scout,0.443439664,GALA,0.779568444,Hang,0.70109514,3.200637418
Weibo Gaming,6/8/2024 11:19,0,Breathe,-2.990907651,Tarzan,-3.79532046,Xiaohu,-1.545177049,Light,-1.729332245,Crisp,-2.103878184,-12.16461559
Fukuoka SoftBank HAWKS gaming,6/8/2024 12:08,1,Evi,1.947383732,Forest,5.560574387,DasheR,-0.413644709,Marble,5.480919688,Vsta,2.291989395,14.86722249
Weibo Gaming,6/8/2024 12:11,1,Breathe,2.496814945,Tarzan,1.217766465,Xiaohu,1.166567093,Light,0.362522384,Crisp,3.812064528,9.055735415
Fukuoka SoftBank HAWKS gaming,6/8/2024 12:58,1,Evi,5.532816883,Forest,5.901510641,DasheR,2.878141295,Marble,3.945300307,Vsta,6.411528349,24.66929748
Weibo Gaming,6/8/2024 13:00,0,Breathe,-1.955802457,Tarzan,-5.287206632,Xiaohu,-3.178244085,Light,-0.962033513,Crisp,-2.23772428,-13.62101097
paiN Gaming,6/8/2024 16:15,1,Wizer,7.363007051,CarioK,8.413020432,dyNquedo,7.367908805,TitaN,7.006904606,Kuri,9.08295703,39.23379792
MAD Lions KOI,6/8/2024 18:07,0,Myrwn,-5.272790892,Elyoya,-1.534150555,Fresskowy,-1.115676571,Supa,-0.493091204,Alvaro,0.728639512,-7.68706971
G2 Esports,6/8/2024 18:07,1,BrokenBlade,2.617272548,Yike,3.340551695,Caps,4.547663155,Hans Sama,1.432308177,Mikyx,1.486396392,13.42419197
Fnatic,6/8/2024 18:57,1,Oscarinin,3.855340683,Razork,2.504793612,Humanoid,2.647522277,Noah,2.36410507,Jun,0.427838498,11.79960014
MAD Lions KOI,6/9/2024 16:59,0,Myrwn,2.371879442,Elyoya,2.68213564,Fresskowy,-0.987853368,Supa,1.420230647,Alvaro,-0.427002338,5.059390023
Fnatic,6/9/2024 18:01,1,Oscarinin,0.340161211,Razork,5.343981434,Humanoid,1.105471479,Noah,2.662781358,Jun,5.915549091,15.36794457
paiN Gaming,6/9/2024 18:45,0,Wizer,-3.85901721,CarioK,-3.776467528,dyNquedo,-1.113141331,TitaN,-3.875274945,Kuri,-1.85997203,-14.48387304
G2 Esports,6/9/2024 18:59,0,BrokenBlade,-0.547307911,Yike,0.259588655,Caps,-3.975755132,Hans Sama,-0.332619424,Mikyx,-4.143668731,-8.739762542
Bilibili Gaming,6/10/2024 11:35,1,Bin,2.266890239,Xun,2.572120444,knight,1.993937373,Elk,-2.193766198,ON,3.395909178,8.035091034
Bilibili Gaming,6/10/2024 12:43,1,Bin,7.242247039,Xun,1.776791695,knight,0.980737458,Elk,5.001637585,ON,-0.087770367,14.91364341
Fnatic,6/10/2024 15:09,1,Oscarinin,3.298809501,Razork,2.815833188,Humanoid,4.323389066,Noah,4.460633696,Jun,2.155433954,17.0540994
G2 Esports,6/10/2024 16:58,0,BrokenBlade,-2.580023696,Yike,-4.727466008,Caps,-0.102323273,Hans Sama,-1.5022328,Mikyx,-0.069924103,-8.98196988
MAD Lions KOI,6/10/2024 18:54,1,Myrwn,1.991354171,Elyoya,1.027593306,Fresskowy,2.328932834,Supa,3.383280107,Alvaro,1.384541488,10.11570191
Movistar R7,6/11/2024 22:45,1,Summit,0.27080842,Oddie,5.058818894,Keine,6.8617788,Ceo,6.180193153,Lyonz,7.09716632,25.46876559
Movistar R7,6/11/2024 23:39,0,Summit,-3.24718667,Oddie,-2.891663152,Keine,-1.169980068,Ceo,-0.520697028,Lyonz,-1.644710952,-9.47423787
Dplus KIA,6/12/2024 8:11,1,Kingen,7.30717621,Lucid,5.033342524,ShowMaker,8.366180068,Aiming,7.627949088,Kellin,6.952682422,35.28733031
Hanwha Life Esports,6/12/2024 8:11,0,Doran,-4.135841216,Peanut,-4.468235042,Zeka,-5.798544283,Viper,-6.747434789,Delight,-4.062242103,-25.21229743
Hanwha Life Esports,6/12/2024 8:59,1,Doran,6.815725054,Peanut,3.388074426,Zeka,0.896663051,Viper,2.1775185,Delight,5.707666007,18.98564704
Dplus KIA,6/12/2024 8:59,0,Kingen,-0.458961326,Lucid,-3.04729449,ShowMaker,-1.939895662,Aiming,-2.338032504,Kellin,-1.173791199,-8.957975182
LNG Esports,6/12/2024 9:16,1,Zika,2.242003223,Weiwei,2.773847845,Scout,4.33780716,GALA,3.919889159,Hang,0.945418401,14.21896579
Dplus KIA,6/12/2024 9:53,1,Kingen,1.567143988,Lucid,5.748197215,ShowMaker,2.717747273,Aiming,2.994717941,Kellin,-3.447826114,9.579980303
Hanwha Life Esports,6/12/2024 9:53,0,Doran,-1.596970944,Peanut,-5.80167631,Zeka,3.20524937,Viper,2.478424098,Delight,0.691547189,-1.023426597
LNG Esports,6/12/2024 10:10,0,Zika,-2.639512094,Weiwei,0.634529897,Scout,-3.206065804,GALA,1.485377938,Hang,1.829545922,-1.896124141
LNG Esports,6/12/2024 11:01,0,Zika,-3.903986473,Weiwei,-0.702610231,Scout,-0.626221061,GALA,-2.28968982,Hang,-1.969664941,-9.492172526
Top Esports,6/12/2024 11:16,1,369,9.215405896,Tian,9.134146547,Creme,6.384130684,JackeyLove,6.574003704,Meiko,2.270991399,33.57867823
Top Esports,6/12/2024 12:08,1,369,2.66950249,Tian,4.994447292,Creme,-0.690973018,JackeyLove,3.827934844,Meiko,0.724294715,11.52520632
Movistar R7,6/12/2024 22:41,1,Summit,2.134878081,Oddie,3.092185719,Keine,4.191509188,Ceo,4.795480836,Lyonz,2.865843683,17.07989751
Movistar R7,6/12/2024 23:33,1,Summit,3.880157505,Oddie,5.28283429,Keine,6.141592028,Ceo,1.890060063,Lyonz,-0.296463929,16.89817996
Weibo Gaming,6/13/2024 9:16,1,Breathe,3.562365952,Tarzan,4.150816684,Xiaohu,1.194280145,Light,3.955740753,Crisp,1.580364707,14.44356824
Weibo Gaming,6/13/2024 10:13,1,Breathe,5.803918084,Tarzan,6.863004465,Xiaohu,5.179918012,Light,5.66662322,Crisp,6.940871387,30.45433517
Bilibili Gaming,6/13/2024 11:18,0,Bin,-1.231437729,Xun,-0.749665616,knight,2.262224245,Elk,3.338485256,ON,-0.931662543,2.687943614
Bilibili Gaming,6/13/2024 12:15,1,Bin,2.356347103,Xun,0.60914215,knight,4.302007825,Elk,5.615506336,ON,1.68188768,14.56489109
Bilibili Gaming,6/13/2024 13:06,1,Bin,4.143491003,Xun,6.800116813,knight,3.43106219,Elk,4.187012375,ON,5.329822511,23.89150489
Gen.G,6/14/2024 8:10,1,Kiin,6.141627442,Canyon,2.930407298,Chovy,-0.657844375,Peyz,5.327153853,Lehends,5.140528341,18.88187256
Gen.G,6/14/2024 9:01,1,Kiin,3.047013527,Canyon,-0.398135683,Chovy,3.935939407,Peyz,-0.159425996,Lehends,0.569459784,6.99485104
T1,6/14/2024 10:51,1,Zeus,4.627232619,Oner,0.635546824,Faker,2.577961671,Gumayusi,1.577682053,Keria,0.666688152,10.08511132
T1,6/14/2024 11:50,1,Zeus,5.02902531,Oner,2.561741718,Faker,7.130739794,Gumayusi,7.930311476,Keria,6.885272842,29.53709114
PSG Talon,6/15/2024 9:12,1,Azhi,5.758861624,JunJia,4.440482322,Maple,2.485452068,Betty,3.869978886,Woody,4.689392205,21.24416711
Dplus KIA,6/15/2024 9:34,1,Kingen,5.261475557,Lucid,2.785375288,ShowMaker,0.399691951,Aiming,4.321836336,Kellin,3.512476418,16.28085555
Fukuoka SoftBank HAWKS gaming,6/15/2024 10:02,1,Evi,4.567856974,Forest,6.61146382,DasheR,3.223772602,Marble,6.684420913,Vsta,4.291231755,25.37874606
PSG Talon,6/15/2024 10:03,1,Azhi,5.215845957,JunJia,2.503543176,Maple,1.310184456,Betty,3.194182264,Woody,0.76874654,12.99250239
Dplus KIA,6/15/2024 10:24,0,Kingen,-0.489607865,Lucid,-5.632457925,ShowMaker,-1.464337388,Aiming,-1.651708737,Kellin,-2.998693656,-12.23680557
Fukuoka SoftBank HAWKS gaming,6/15/2024 10:50,1,Evi,3.90598395,Forest,0.965023372,DasheR,3.037943918,Marble,1.083340724,Vsta,4.29330124,13.2855932
Dplus KIA,6/15/2024 11:21,1,Kingen,7.347405081,Lucid,2.849207371,ShowMaker,4.847449671,Aiming,8.752046062,Kellin,0.800318054,24.59642624
Fnatic,6/15/2024 16:02,1,Oscarinin,3.782691504,Razork,4.535417203,Humanoid,2.823699771,Noah,4.667301316,Jun,5.342663125,21.15177292
MAD Lions KOI,6/15/2024 16:50,0,Myrwn,-1.842324266,Elyoya,-3.49257631,Fresskowy,-1.940863258,Supa,-4.388672964,Alvaro,-2.695334091,-14.35977089
G2 Esports,6/15/2024 18:32,1,BrokenBlade,2.53200788,Yike,-1.115937397,Caps,-3.122805,Hans Sama,2.142754624,Mikyx,0.837722808,1.273742914
paiN Gaming,6/15/2024 19:57,1,Wizer,6.755315009,CarioK,3.584941086,dyNquedo,4.70099048,TitaN,7.125817269,Kuri,4.560128572,26.72719242
Team Liquid,6/15/2024 20:11,1,Impact,-3.048350437,UmTi,1.321322961,APA,0.865949806,Yeon,-0.555728311,CoreJJ,0.689157264,-0.727648717
FlyQuest,6/15/2024 20:11,0,Bwipo,0.312388839,Inspired,-0.798538911,Quad,3.637546438,Massu,2.778165516,Busio,3.585278619,9.514840502
FlyQuest,6/15/2024 21:11,1,Bwipo,6.744402391,Inspired,4.662726736,Quad,-0.481641248,Massu,3.212675375,Busio,7.645606631,21.78376989
Team Liquid,6/15/2024 21:11,0,Impact,-4.712256393,UmTi,-4.744424548,APA,-4.309586894,Yeon,-4.774067579,CoreJJ,-3.032063115,-21.57239853
Team Liquid,6/15/2024 22:02,1,Impact,5.885286032,UmTi,3.850991847,APA,1.456330306,Yeon,3.387066125,CoreJJ,4.536960257,19.11663457
FlyQuest,6/15/2024 22:02,0,Bwipo,-5.122613664,Inspired,-3.451262234,Quad,-3.581741817,Massu,-3.777611204,Busio,-2.318821798,-18.25205072
Hanwha Life Esports,6/16/2024 6:07,1,Doran,6.504456652,Peanut,8.093693357,Zeka,6.508844175,Viper,5.944927458,Delight,8.038054708,35.08997635
Hanwha Life Esports,6/16/2024 6:55,0,Doran,-2.052832407,Peanut,-2.248811318,Zeka,-1.54365274,Viper,-2.251330773,Delight,-3.209075332,-11.30570257
Hanwha Life Esports,6/16/2024 7:49,1,Doran,9.505862792,Peanut,3.296106286,Zeka,1.430211171,Viper,3.309321778,Delight,4.836072969,22.377575
Fukuoka SoftBank HAWKS gaming,6/16/2024 8:13,1,Evi,3.681785782,Forest,3.881823527,DasheR,3.955037883,Marble,3.535050635,Vsta,0.439016512,15.49271434
Fukuoka SoftBank HAWKS gaming,6/16/2024 9:03,1,Evi,2.810681116,Forest,2.272616912,DasheR,3.678981527,Marble,6.274436041,Vsta,1.927525674,16.96424127
LNG Esports,6/16/2024 9:16,1,Zika,4.152539143,Weiwei,4.271011239,Scout,-1.114097915,GALA,4.142921736,Hang,4.900443033,16.35281723
Gen.G,6/16/2024 9:23,1,Kiin,3.259444444,Canyon,6.147226323,Chovy,4.678342832,Peyz,4.847952773,Lehends,2.11717202,21.05013839
T1,6/16/2024 9:23,0,Zeus,-3.751621951,Oner,-2.786075002,Faker,-3.583388683,Gumayusi,-3.556684327,Keria,-2.765728828,-16.44349879
LNG Esports,6/16/2024 10:07,1,Zika,1.423177432,Weiwei,0.053593169,Scout,-0.687078302,GALA,0.02079759,Hang,0.214842685,1.025332574
T1,6/16/2024 10:10,0,Zeus,-1.234921482,Oner,-3.861572453,Faker,-2.114551924,Gumayusi,-2.305426098,Keria,-2.234501013,-11.75097297
Gen.G,6/16/2024 10:10,1,Kiin,4.984831625,Canyon,4.018911702,Chovy,3.579923893,Peyz,5.073815663,Lehends,-0.551403036,17.10607985
Top Esports,6/16/2024 11:15,1,369,2.291462568,Tian,6.579134886,Creme,2.302725629,JackeyLove,2.032801814,Meiko,3.234682406,16.4408073
Top Esports,6/16/2024 12:02,1,369,6.230078369,Tian,4.379321934,Creme,3.835742473,JackeyLove,4.736642079,Meiko,2.059127732,21.24091259
PSG Talon,6/16/2024 12:10,1,Azhi,6.733333409,JunJia,4.652446813,Maple,2.799734709,Betty,0.949670137,Woody,5.941155934,21.076341
PSG Talon,6/16/2024 13:01,1,Azhi,8.244333837,JunJia,5.118787568,Maple,2.614351996,Betty,4.255678665,Woody,3.627523331,23.8606754
G2 Esports,6/16/2024 15:57,1,BrokenBlade,1.247506567,Yike,3.019327795,Caps,1.8709151,Hans Sama,-2.400480692,Mikyx,2.320182255,6.057451026
MAD Lions KOI,6/16/2024 16:48,0,Myrwn,-5.447084385,Elyoya,-5.793474826,Fresskowy,-4.128763747,Supa,-1.558615443,Alvaro,-2.259022473,-19.18696087
paiN Gaming,6/16/2024 17:00,1,Wizer,7.516775411,CarioK,1.477739292,dyNquedo,3.224244926,TitaN,5.379287105,Kuri,3.310214648,20.90826138
Fnatic,6/16/2024 17:34,1,Oscarinin,7.214135677,Razork,2.152749717,Humanoid,4.991912401,Noah,4.087968848,Jun,0.275470069,18.72223671
100 Thieves,6/16/2024 20:11,1,Sniper,2.628086703,River,0.086734758,Quid,6.365852434,Meech,2.330746126,Eyla,4.723223309,16.13464333
100 Thieves,6/16/2024 20:57,1,Sniper,3.716060263,River,4.678588801,Quid,4.32198998,Meech,4.192514461,Eyla,4.471566607,21.38072011
Weibo Gaming,6/17/2024 9:18,0,Breathe,-1.666361337,Tarzan,-4.764412374,Xiaohu,-1.492103606,Light,-2.667546438,Crisp,-3.340745979,-13.93116973
Weibo Gaming,6/17/2024 10:05,0,Breathe,-5.262347193,Tarzan,-4.38823784,Xiaohu,-3.964122262,Light,-4.987913658,Crisp,-4.521868451,-23.1244894
Bilibili Gaming,6/18/2024 11:17,1,Bin,6.546432257,Xun,2.110182124,knight,1.044398979,Elk,1.226155342,ON,1.521597601,12.4487663
Bilibili Gaming,6/18/2024 12:16,1,Bin,3.440841719,Xun,6.690668046,knight,6.625208692,Elk,5.000545104,ON,3.254968694,25.01223225
Movistar R7,6/18/2024 23:06,1,Summit,1.698305752,Oddie,2.399730924,Keine,4.278900291,Ceo,2.968339444,Lyonz,1.353145284,12.69842169
Movistar R7,6/18/2024 23:56,1,Summit,1.32672926,Oddie,0.988235509,Keine,-0.845238003,Ceo,-0.247339003,Lyonz,5.517979082,6.740366846
Dplus KIA,6/19/2024 10:42,0,Kingen,-5.010841354,Lucid,-0.637950707,ShowMaker,1.549169948,Aiming,-1.24616284,Kellin,-3.860604226,-9.206389178
T1,6/19/2024 10:42,1,Zeus,3.948611715,Oner,2.903102986,Faker,1.546412353,Gumayusi,1.702255622,Keria,7.568458482,17.66884116
Dplus KIA,6/19/2024 11:51,0,Kingen,-1.756573028,Lucid,-3.688239548,ShowMaker,-4.924580666,Aiming,-1.006724977,Kellin,-0.293312083,-11.6694303
T1,6/19/2024 11:51,1,Zeus,1.582345311,Oner,4.107446066,Faker,2.79687942,Gumayusi,0.982605065,Keria,2.887140089,12.35641595
Movistar R7,6/20/2024 1:06,0,Summit,-3.804406945,Oddie,-5.078283529,Keine,-1.082562664,Ceo,-1.134177319,Lyonz,-2.040333508,-13.13976397
Movistar R7,6/20/2024 1:47,1,Summit,3.740121751,Oddie,4.406359934,Keine,4.931167651,Ceo,2.794841625,Lyonz,5.763577093,21.63606805
Gen.G,6/20/2024 8:06,1,Kiin,7.26541389,Canyon,3.836249742,Chovy,3.797298491,Peyz,-1.674059508,Lehends,3.042601036,16.26750365
Gen.G,6/20/2024 9:01,1,Kiin,4.111367021,Canyon,4.231225091,Chovy,2.322992224,Peyz,3.609988405,Lehends,2.880913465,17.15648621
